,pessoaID,solicitacaoID,historicoID,idadePessoa,salarioAnualPessoa,moradiaPessoa,tempoTrabalhoPessoa,motivoEmprestimo,pontuacaoEmprestimo,totalEmprestimo,taxaJuros,statusInadimplencia,comprometimentoRendaPorcentagem,pessoaInadimplente,tempoUltimaSolicitacaoCredito
1595,62PoNdWK-GRsy,J3MMUKy0-pUuP,hu1htSXj-BhdZ,29.0,62532.0,Aluguel,6.0,Empreendimento ,C,9000.0,13.49,0.0,0.14,N,6
1596,4r0gkvs0-1A9y,mj1m2ex4-dikh,kQnkKSED-jJkb,26.0,85000.0,Hipotecada,8.0,Médico,A,15000.0,7.88,0.0,0.18,N,4
1597,xbDqpkwp-cPtP,yI1UELyJ-5HXw,2GJxDDNX-5u8s,27.0,110000.0,Hipotecada,11.0,Melhora do lar,A,3600.0,6.03,0.0,0.03,N,5
1598,T272Ua55-t5I4,hXdisdje-pXCX,kqs1xtQQ-C7fS,28.0,60000.0,Própria,1.0,Melhora do lar,D,22000.0,14.09,0.0,0.37,Y,8
1599,jqwF3M1Y-q6gw,93AyfBed-6QX9,0Im73E2g-cFIY,25.0,40000.0,Aluguel,3.0,Médico,B,2500.0,9.99,0.0,0.06,N,3
1600,Op9wORK6-A3Yb,UbMs4SBi-jsQQ,9IDtTDHK-wPXd,64.0,56000.0,Aluguel,0.0,Pagamento de débitos,E,10000.0,16.82,1.0,0.18,Y,18
1601,EK08FpW0-XvjG,Iy0XWtDw-HNqI,edHQaycH-2vqp,25.0,21996.0,Aluguel,3.0,Melhora do lar,C,8000.0,13.98,1.0,0.36,Y,2
1602,P3kfvOhq-Hieg,Kt5hsxMw-0Njw,QH19fEn9-5hZl,25.0,28000.0,Aluguel,3.0,Pagamento de débitos,C,8000.0,14.65,0.0,0.29,Y,4
1603,g4Nb6hLQ-bgT0,EklLPKGf-2c2u,zMr5YDPR-W8x7,26.0,41000.0,Aluguel,3.0,Pagamento de débitos,C,6600.0,13.85,0.0,0.16,Y,4
1604,OdEbAieD-bfE5,SGgk6QCe-CouT,2Dtr25Y4-2tPh,24.0,75000.0,Hipotecada,8.0,Pagamento de débitos,C,12000.0,12.61,0.0,0.16,N,4
1605,xT2dKkG8-KvdN,0lKkLwzv-R6Zq,c3HzsWSJ-pJj4,23.0,44000.0,Própria,7.0,Empreendimento ,C,5000.0,13.23,0.0,0.11,N,2
1606,cYWEAiJj-l0I6,LYx9TPCe-tE2E,vU7qaQ6Z-tM32,23.0,90000.0,Hipotecada,7.0,Pessoal,D,15000.0,15.31,0.0,0.17,Y,4
1607,UZtAYHzP-HWIn,ewWSJswY-YsGR,zABKPmkO-ls2k,22.0,25000.0,Hipotecada,4.0,Empreendimento ,A,1800.0,8.49,0.0,0.07,N,2
1608,lQmKrY1G-BoPd,A9CSBSyB-7DrE,SfX0kYqR-byYK,22.0,60612.0,Hipotecada,2.0,Médico,C,18000.0,13.72,0.0,0.3,Y,3
1609,ssQNPoTm-wohf,xUxyzsK8-ZEQD,6P4rGWKQ-xRjq,25.0,32400.0,Aluguel,6.0,Médico,B,4000.0,10.08,0.0,0.12,N,2
1610,xXlaYT2K-JhE6,EcTcPlkb-aij3,hpPuC4Gk-48Q6,25.0,90000.0,Aluguel,2.0,Melhora do lar,B,12000.0,11.48,0.0,0.13,N,3
1611,wjchhL2n-YmTL,wtpfK42R-Iu0a,rLO0XFfM-mqQF,33.0,70000.0,Aluguel,0.0,Educativo,A,11200.0,8.94,0.0,0.16,N,6
1612,EjhItPHN-PdJk,O3YM8Yc1-qmxT,ntsxdX5W-MJu3,22.0,69000.0,Hipotecada,6.0,Pagamento de débitos,D,10000.0,15.62,1.0,0.14,Y,2
1613,GOoUOzh5-DSQI,BEQMgSMy-uQJy,Xuz0ZuhH-8NMJ,33.0,55000.0,Aluguel,3.0,Empreendimento ,C,12000.0,12.99,0.0,0.22,N,7
1614,otDlTA7H-bmlv,k51gvIzd-agno,JQ6SJhAf-pHjq,22.0,40000.0,Hipotecada,3.0,Pagamento de débitos,B,7500.0,11.49,0.0,0.19,N,3
1615,aOtgPGno-pEAr,SUyz15tp-w7AS,ts2AKx4k-wfW5,25.0,35000.0,Aluguel,4.0,Empreendimento ,D,4000.0,16.29,0.0,0.11,Y,2
1616,IdxapvgF-DGQ5,nsPR9BuB-cfv9,5hvEDfBA-nUSB,27.0,75000.0,Aluguel,3.0,Médico,B,20000.0,11.83,0.0,0.27,N,10
1617,jo3C4TDx-Ic6p,C5MB5nxl-aydo,x3QJ3E5x-NfdP,23.0,72000.0,Hipotecada,5.0,Pessoal,D,12000.0,16.29,0.0,0.17,N,2
1618,Kb8REe1g-C5sI,lD40Ipnk-0HI0,pIjkiiBx-sptb,23.0,32000.0,Aluguel,5.0,Empreendimento ,D,2000.0,16.49,0.0,0.06,N,3
1619,hT9eB7XK-a79E,TqXgTpBx-rhwj,ZWGFmW3E-J3Gl,35.0,60350.0,Hipotecada,15.0,Médico,E,25000.0,16.82,1.0,0.35,N,5
1620,o5OjKYfk-8p82,d53XU5bS-x9mu,gP0CxJJB-ckBQ,21.0,18000.0,Aluguel,2.0,Pagamento de débitos,C,5800.0,14.72,1.0,0.32,Y,4
1621,xE61M9Co-BLjJ,7AdaP7ev-Ni4u,zeb2awg2-LpgD,37.0,29000.0,Aluguel,5.0,Pessoal,E,7200.0,19.03,1.0,0.25,Y,14
1622,ySGnK6Kf-wGSh,crTzPL6G-ER3c,iMIm07tx-6s0C,25.0,39000.0,Aluguel,3.0,Melhora do lar,A,2000.0,7.66,1.0,0.05,N,4
1623,zjfoYKKD-w0MI,bkkFivp2-MCQn,qKflXH8K-hwKH,24.0,88000.0,Hipotecada,2.0,Pessoal,A,8000.0,5.99,0.0,0.09,N,4
1624,RjwQe0Pu-1Ttd,7eY58xcX-eeix,LaOnFKWd-peoD,36.0,79200.0,Hipotecada,19.0,Pessoal,A,10000.0,6.03,0.0,0.13,N,14
1625,o41bpA4c-Z1Nv,nKssOdNR-mGik,62jUwueL-nO5X,32.0,55000.0,Aluguel,4.0,Empreendimento ,D,10000.0,14.42,0.0,0.18,Y,9
1626,NDI9Te7R-Ce7G,vlG4bCP3-xO6z,j7L0o9sp-SEmP,24.0,42996.0,Aluguel,2.0,Médico,A,14000.0,7.51,1.0,0.33,N,2
1627,3fp0y0wm-dsd7,oNZPEl7K-A3H1,clqzFZaR-h2RC,22.0,10000.0,Aluguel,0.0,Melhora do lar,D,1000.0,14.74,1.0,0.1,N,4
1628,D43vKY6k-G8Ml,ACbsSuDz-a72w,W6RrxE9z-DChg,23.0,98000.0,Hipotecada,4.0,Educativo,A,14500.0,8.94,0.0,0.15,N,3
1629,dlUWseIw-3E6Q,5YG4x7QJ-GMeb,6Fj8vXlH-elw6,29.0,92250.0,Aluguel,2.0,Médico,B,13000.0,10.99,0.0,0.14,N,9
1630,hcprAQia-UJAm,nZmM63pY-c1TA,WJXoIspR-1u1w,27.0,27900.0,Aluguel,3.0,Médico,A,10625.0,7.9,1.0,0.38,N,5
1631,CCJF826F-4tjL,TeiuQDRi-NtHf,QyGUJQiZ-5mhL,32.0,170000.0,Aluguel,9.0,Pessoal,B,10000.0,11.14,0.0,0.06,N,5
1632,jg5OzFyv-GeFn,6ywrTDYg-yb1g,0CSNBdy1-n5ws,21.0,47500.0,Aluguel,2.0,Educativo,B,7500.0,10.99,0.0,0.16,N,3
1633,TprssU1N-KyeF,mGULJzWd-K1BO,BadpC55J-0C2Z,25.0,118189.0,Hipotecada,9.0,Empreendimento ,B,25000.0,11.49,0.0,0.21,N,3
1634,ZUKhCPqM-5PlL,PkhINu4H-vWQx,FYhm2rrf-KgwO,23.0,136000.0,Hipotecada,7.0,Educativo,A,8000.0,8.32,0.0,0.06,N,2
1635,fGEsBlx9-Ado6,CU2l5zq6-iiP5,hXIgfEw8-puc7,24.0,72444.0,Hipotecada,7.0,Educativo,B,25000.0,10.74,0.0,0.35,N,3
1636,hybdOYlt-AuZ7,Feo6URHQ-NxxQ,ZBOA9Ag9-HDuo,26.0,52800.0,Aluguel,4.0,Pessoal,B,4000.0,9.99,1.0,0.08,N,3
1637,IGJnHlh5-RW15,cCWKWkrU-4oQC,eYw3xdOj-cPAp,58.0,68000.0,Hipotecada,1.0,Pessoal,B,8000.0,10.99,0.0,0.12,N,29
1638,tbH6LWOU-T50M,tXPHY11i-ixNO,Gu5I5LQE-MkND,34.0,84000.0,Aluguel,3.0,Educativo,A,9000.0,5.79,0.0,0.11,N,10
1639,2N5Deky7-LZkd,ROfCyINn-IUPi,LtUDFeiM-iv6A,23.0,26000.0,Hipotecada,3.0,Pagamento de débitos,B,7800.0,10.59,0.0,0.3,N,3
1640,CuicvmGM-NmOw,T9aDA0k7-kx5E,OMa0jtXu-PAcl,25.0,140000.0,Aluguel,9.0,Educativo,A,20000.0,6.54,0.0,0.14,N,4
1641,GL4hbqKs-aIMm,7cLq6P9y-KwK4,9SXwdUC7-D0Sl,39.0,31200.0,Aluguel,2.0,Educativo,B,6400.0,11.49,0.0,0.21,N,16
1642,mBSCKQG7-0367,vsm8jyTg-wQpg,b5Ec3pNz-fYpl,25.0,59000.0,Hipotecada,9.0,Pagamento de débitos,A,5000.0,6.03,1.0,0.08,N,2
1643,30s4Y2Dh-hCo2,KDWuecCQ-7QTR,KuyGKU2e-rs6Q,28.0,14400.0,Aluguel,2.0,Médico,C,4000.0,13.11,1.0,0.28,Y,8
1644,oGhOcH4R-lFcN,bpoFZrri-SJxo,02UTFAil-oykX,33.0,58000.0,Aluguel,5.0,Médico,A,6400.0,7.51,0.0,0.11,N,8
1645,ZLHyZ2sa-IcGp,pJ34Rmmj-gQrG,vhQx00pJ-Dhm8,23.0,130992.0,Hipotecada,6.0,Médico,A,6000.0,7.51,0.0,0.05,N,4
1646,EaWRHSw8-pki5,oB6CnXSv-aPHz,p9yWJqte-f3D3,26.0,30000.0,Aluguel,0.0,Melhora do lar,D,1500.0,14.61,1.0,0.05,Y,3
1647,kR27HPsi-rOF1,LaOHjHsT-y1OW,cmECEFZl-pq1O,23.0,77000.0,Própria,3.0,Empreendimento ,A,3500.0,5.99,0.0,0.05,N,2
1648,mszP9eaH-a3Xc,H5qcsthQ-ULc7,e78koQjw-TAXs,24.0,75000.0,Aluguel,2.0,Médico,B,2000.0,9.99,0.0,0.03,N,2
1649,aGIyhrpG-ZlYt,c7TxSopl-n69y,Oc7mMSFE-f5wo,23.0,70000.0,Aluguel,8.0,Pagamento de débitos,A,6725.0,6.62,0.0,0.1,N,2
1650,7dBZdhCE-h8p6,DyCfcRiz-0s1F,nXgfW7LO-jpuK,21.0,115000.0,Hipotecada,2.0,Pagamento de débitos,B,20000.0,10.83,0.0,0.17,N,4
1651,JrbWxC0H-CFXQ,GYUG4K8U-PSJ9,92vLiwwP-YCjy,32.0,80000.0,Aluguel,6.0,Melhora do lar,B,1500.0,10.74,0.0,0.02,N,10
1652,6ypw6dI0-ERWD,PLC1vac4-BRhh,xgHno9ru-tsbg,23.0,42000.0,Hipotecada,1.0,Pessoal,C,5750.0,13.57,0.0,0.14,N,2
1653,J3jGNZeh-OzZE,NaelpPC5-t2kz,GvqL52S8-S8OH,26.0,84996.0,Aluguel,0.0,Médico,B,9000.0,11.26,0.0,0.11,N,2
1654,zI3BKZdn-Am8r,apCTbwej-2jsF,wvfc5Z8b-aTJt,40.0,160000.0,Hipotecada,3.0,Educativo,C,12000.0,14.27,0.0,0.07,Y,17
1655,3CenUaTG-JpD0,ZH6QrmwY-xQ31,c6jbk8qv-fboC,39.0,60000.0,Hipotecada,22.0,Pessoal,B,4000.0,10.59,0.0,0.07,N,12
1656,DBacaJij-CHcr,YxbrxQcy-zCl3,sRfqsdE7-3TZ7,22.0,75000.0,Hipotecada,6.0,Médico,C,15000.0,14.27,0.0,0.2,N,2
1657,Sb8ugP61-W0fW,oZczKbKW-2dW4,pi48MFet-GjP1,54.0,29000.0,Hipotecada,7.0,Pessoal,B,2500.0,11.71,0.0,0.09,N,24
1658,WOMKhOtb-vAM4,FAu2Cuvh-iGNx,53LXAXHC-xg8X,30.0,45000.0,Aluguel,0.0,Pessoal,B,6000.0,12.69,0.0,0.13,N,8
1659,nqzNBpsd-BndJ,aXGiMdBv-Mo2e,NM9TZDRl-qH1L,21.0,40000.0,Aluguel,1.0,Educativo,B,6000.0,10.08,0.0,0.15,N,3
1660,hQPfhXmD-pNCd,wx8X1o1D-3Ica,9rqzNHb4-p18b,43.0,62900.0,Aluguel,22.0,Médico,D,18000.0,17.27,1.0,0.24,Y,14
1661,W4ma3EM3-wwdB,b1rhIas7-TIA7,x3cZLFTT-BN4M,26.0,68000.0,Própria,8.0,Pessoal,B,24250.0,12.18,0.0,0.36,N,4
1662,8ll815fx-1u6o,ddoYoKLK-0nW8,qX9O819l-EPZM,23.0,70000.0,Aluguel,3.0,Empreendimento ,A,12000.0,7.9,0.0,0.17,N,2
1663,8OfZ06xM-pjmi,ohMpzXOX-JNbR,8FSX192n-7XWb,36.0,37000.0,Hipotecada,5.0,Médico,E,3000.0,18.39,1.0,0.08,Y,15
1664,C1z2eWEB-rCR8,oPdgizsR-A37I,0PZscGxH-IOSj,25.0,82560.0,Aluguel,6.0,Pagamento de débitos,A,4500.0,7.42,0.0,0.05,N,3
1665,esNCAKH8-RIA2,GeY8U2xp-fl8t,pGhMjNk8-Gdpd,23.0,36000.0,Aluguel,4.0,Pagamento de débitos,D,6500.0,17.49,1.0,0.18,Y,2
1666,PYgG5iqF-vtg5,Esrh7FwT-Urwl,zNCFTn9o-hOHS,26.0,92000.0,Aluguel,0.0,Empreendimento ,D,6000.0,15.58,1.0,0.07,N,3
1667,1HZok4fe-aOrg,5JdnDj0R-Yu4p,ySdjc2UY-lObT,24.0,58033.0,Aluguel,4.0,Empreendimento ,B,8000.0,10.62,0.0,0.14,N,2
1668,2S3tZW0N-9u2R,ZJ9TBcDN-SOQh,G5IlubZF-WEaq,47.0,40000.0,Hipotecada,0.0,Pessoal,A,6000.0,7.74,0.0,0.15,N,11
1669,so6CahqT-A3FB,qswk7OmS-MBwQ,yw7ea1as-462M,39.0,48500.0,Aluguel,1.0,Pessoal,B,5000.0,10.99,0.0,0.1,N,13
1670,6i1Xg4mb-45HR,7Osvzj2E-jpSM,DhfJtLsx-qcMk,24.0,80000.0,Aluguel,5.0,Médico,B,12000.0,12.69,0.0,0.15,N,2
1671,oHEiUzqj-k9aj,qtJRRIuP-5Wsm,qUgxW3Fi-rghS,22.0,61000.0,Hipotecada,6.0,Educativo,A,12000.0,7.49,0.0,0.2,N,2
1672,AYQZK1hG-KTvr,QAz9tPX1-akvw,8yk7w9TL-Ca77,23.0,44796.0,Aluguel,2.0,Pagamento de débitos,B,10000.0,11.48,0.0,0.22,N,2
1673,glQaK54h-cWBR,APifGMpO-oTQC,3LU2Yalv-eqM2,34.0,68000.0,Aluguel,5.0,Melhora do lar,A,14400.0,8.59,0.0,0.21,N,5
1674,XOIz8KKM-m8ws,96o5JezW-c8w0,kCTcL9Fh-rQmj,23.0,200000.0,Hipotecada,0.0,Pessoal,A,5000.0,7.43,0.0,0.03,N,4
1675,iiUP1vyn-xETO,E3lgLR0K-JFWp,ayXEBZqU-B8SM,35.0,31000.0,Hipotecada,9.0,Empreendimento ,C,15000.0,13.16,0.0,0.48,Y,9
1676,ppt6Yckz-QLg5,Fgjqaiup-iI8a,uW9axBT3-Kkcb,25.0,48000.0,Hipotecada,5.0,Melhora do lar,A,7800.0,8.94,0.0,0.16,N,2
1677,pl6QXGHE-SBhi,wALBmOeZ-zrte,9K2n4BPU-Wj7u,46.0,60000.0,Hipotecada,7.0,Pessoal,A,3600.0,6.99,0.0,0.06,N,13
1678,ZCN82CSJ-n2YC,HM1StFeH-08oO,tAINIM2v-1MOH,35.0,20000.0,Aluguel,4.0,Educativo,D,6000.0,15.99,0.0,0.3,N,5
1679,gI1QPRY5-RNGl,OFqczPji-CXhU,2UHobbHL-kfMu,23.0,50000.0,Aluguel,0.0,Médico,C,5600.0,11.03,0.0,0.11,Y,4
1680,LhK45Qdz-CZZl,07BWcAZh-AwmZ,F0HKPUm8-RtrW,21.0,35000.0,Aluguel,0.0,Pessoal,F,8000.0,19.79,1.0,0.23,Y,4
1681,KkrBdaWx-PDF4,mCA16ok7-yGPp,54djOrpF-4uYn,24.0,27360.0,Hipotecada,5.0,Pessoal,A,8000.0,7.29,0.0,0.29,N,3
1682,qbwxrH9W-N4Qb,zJRCvoAB-da5l,lDhm8dsa-Mgx1,34.0,28704.0,Aluguel,0.0,Médico,A,7000.0,9.32,0.0,0.24,N,10
1683,U5ZGAnOO-7X0A,GpPfyAEQ-xf4Q,YMii0Ay8-3XdD,24.0,44000.0,Aluguel,2.0,Pessoal,A,10000.0,7.49,0.0,0.23,N,2
1684,i7GDJK40-97MC,yEgA0BUg-13fw,b8aWhlK3-rDzC,23.0,114600.0,Hipotecada,7.0,Educativo,C,10000.0,13.06,0.0,0.09,N,3
1685,6rFHZkfI-piCC,RoMx0HJ9-F19H,e3rmRDTN-5mXB,23.0,60000.0,Hipotecada,7.0,Educativo,A,12000.0,5.99,0.0,0.2,N,3
1686,toufXovc-wkaL,HnYtBDYl-t6ch,ugUoKoo8-TxS4,23.0,30000.0,Própria,1.0,Pessoal,A,5000.0,6.62,0.0,0.17,N,2
1687,gQ2DT0Di-fXuD,1SdTPUcv-DtOt,hFrQkfdr-abTN,28.0,100000.0,Hipotecada,13.0,Empreendimento ,A,13000.0,8.59,0.0,0.13,N,5
1688,SZJRuXdh-UfJI,uszQ0Y0K-it3C,ZMSgJLjy-TmnH,34.0,80000.0,Aluguel,0.0,Pagamento de débitos,A,30000.0,6.62,1.0,0.38,N,5
1689,rSWNRDQz-Qkgp,ysrr2IYN-eRKo,WcTaAPbZ-1CxW,31.0,59000.0,Aluguel,14.0,Pagamento de débitos,A,20000.0,7.51,1.0,0.34,N,10
1690,c93hNsYy-wJeM,eYnOp2xl-xDaI,gP2q1Iei-9vBn,21.0,51996.0,Aluguel,5.0,Pessoal,A,4600.0,8.59,0.0,0.09,N,2
1691,0ltLhmfy-X6SC,GWTO6yns-GW5q,nXKu5OiT-QfcK,32.0,32004.0,Aluguel,16.0,Médico,B,4000.0,11.49,0.0,0.12,N,9
1692,X5sLBe45-oCX4,DttNX5Ti-K0jK,fZbBIdZw-m7re,21.0,28000.0,Aluguel,3.0,Educativo,B,8000.0,10.99,1.0,0.29,N,2
1693,4C9ykbkd-F4Rp,awjpgSy6-d5bC,LHkjGCnK-mc5i,22.0,23000.0,Aluguel,6.0,Empreendimento ,C,4850.0,14.27,0.0,0.21,Y,4
1694,o106NJlW-03ld,7Ddc2LzG-NU3x,BoCZiFpk-OXaJ,43.0,145000.0,Hipotecada,1.0,Empreendimento ,A,20000.0,6.91,0.0,0.14,N,17
1695,IrRgPlM4-I4uf,0xm86pTX-tS43,r4ezJll1-Tyzd,22.0,18000.0,Aluguel,1.0,Médico,B,1800.0,12.18,1.0,0.1,N,3
1696,tJ6zd2q7-sjXX,HlTUTdEg-1tAj,1voQnvj5-xnDJ,60.0,45600.0,Aluguel,1.0,Empreendimento ,B,20000.0,10.0,1.0,0.44,N,26
1697,DjLN68mw-6o78,vBpea1tZ-DrZm,Hd4goEjD-BOD4,23.0,112000.0,Hipotecada,5.0,Pessoal,B,12000.0,11.99,0.0,0.11,N,3
1698,fld09Q4u-XurN,B5a6QJRq-38f3,BbY8wJwv-RTFc,27.0,120000.0,Hipotecada,11.0,Pessoal,A,7000.0,6.76,0.0,0.06,N,7
1699,R7I5q2jC-drNb,rKvDGw7E-E1pz,qPglfygX-8rZb,23.0,91092.0,Hipotecada,2.0,Pessoal,C,10000.0,13.43,0.0,0.11,N,2
1700,lpqoTU2M-AgDf,54bSbLEj-oT3P,lwKhqYU0-UFIZ,25.0,44000.0,Hipotecada,3.0,Empreendimento ,A,3600.0,9.32,0.0,0.08,N,2
1701,Z1xFvkcd-rAdB,EPLmh9yS-Hbce,9Hb6uGxg-wFdP,23.0,55000.0,Hipotecada,5.0,Pessoal,A,15000.0,6.17,0.0,0.27,N,2
1702,DvMngy8t-r0mr,M7Pvd4Ax-QSi6,99382zDB-0Khm,32.0,113000.0,Aluguel,5.0,Melhora do lar,D,12000.0,16.29,1.0,0.11,N,5
1703,DqSErXLN-oOdj,CAzxipzI-nRDW,QvObzTaI-X1ZG,33.0,15500.0,Aluguel,1.0,Médico,A,3000.0,7.51,1.0,0.19,N,5
1704,Osv92u54-E3lL,Jd0FSNyv-0APx,KFGHtAKb-DOq7,28.0,69000.0,Própria,11.0,Melhora do lar,B,6000.0,11.86,0.0,0.09,N,9
1705,2C4gMtQH-cgo8,nRsr2kNY-DD7L,k69CY4Dj-ybMd,27.0,160669.0,Hipotecada,3.0,Pagamento de débitos,B,8000.0,11.36,0.0,0.05,N,9
1706,yg6cb9T3-0WmM,p5GPqHxG-ZEJA,wuFJEKHe-QgMy,24.0,110000.0,Hipotecada,8.0,Educativo,A,8000.0,6.76,0.0,0.07,N,4
1707,xeGzO7rS-Wvsm,COm1ZqJg-cLAH,hFbWq4n3-apwY,24.0,36000.0,Aluguel,2.0,Pagamento de débitos,B,10000.0,11.46,0.0,0.28,N,4
1708,DoyI6xRQ-2vbh,i2wR5291-0GMy,fgqoOqT2-3p46,28.0,60000.0,Hipotecada,12.0,Pagamento de débitos,C,16800.0,12.61,0.0,0.28,Y,7
1709,erNEFXxa-bNvp,DyiRLzN6-0CU1,r9hbS2qL-FXYs,23.0,28000.0,Própria,6.0,Empreendimento ,B,7000.0,9.99,0.0,0.25,N,4
1710,1tpgNfNh-h6oo,MI4LEpPh-6MXs,yELKcTD7-XpU4,26.0,56000.0,Hipotecada,10.0,Educativo,C,15000.0,14.35,0.0,0.27,N,2
1711,fxooxxAu-CqDE,t08n6DGE-DQFJ,HCq3BaR3-I6BZ,34.0,47818.0,Aluguel,9.0,Médico,A,6800.0,6.92,0.0,0.14,N,9
1712,85XBvmLH-QHQ9,7qKwySdZ-DH6N,D83lAM6m-HGFY,26.0,35000.0,Hipotecada,10.0,Empreendimento ,A,6000.0,7.51,0.0,0.17,N,4
1713,r7ASDtKJ-6XHL,DkKIteJx-PCWB,fBDjdd6p-IlEH,25.0,50000.0,Hipotecada,5.0,Pessoal,D,7500.0,13.8,0.0,0.15,Y,4
1714,wvZ4ETy2-gheu,XcNwfrJw-XBwo,fQJRj3HS-Z7ET,24.0,35000.0,Hipotecada,7.0,Educativo,A,15000.0,7.49,0.0,0.43,N,4
1715,S7mfWJkn-Mq2r,8Y0fIQLb-WrPK,BiChTKjX-pnaR,32.0,89000.0,Aluguel,0.0,Médico,A,12000.0,8.94,0.0,0.13,N,6
1716,BMsiTRRu-vrdF,54dI1TJ4-fb2O,7w7QGm48-1ReN,22.0,31000.0,Aluguel,7.0,Médico,D,9250.0,14.11,1.0,0.3,N,4
1717,g4PkziUQ-vX5a,97INB5Qp-F4Y7,gjAERgj5-JdhB,23.0,62000.0,Hipotecada,2.0,Empreendimento ,C,5000.0,13.57,0.0,0.08,Y,3
1718,Jszz4n7h-AUBC,FfmyWbmF-Gzal,W4h8jYHc-H9Br,22.0,82000.0,Hipotecada,6.0,Educativo,B,10750.0,9.25,0.0,0.13,N,3
1719,DbdInuY2-ztS6,W7Lj234a-D83d,rGmjwjjJ-5sdZ,24.0,22680.0,Aluguel,9.0,Empreendimento ,B,7000.0,10.62,1.0,0.31,N,2
1720,B05HI2kD-mszi,RTs9lFeU-tDBJ,v73KaKoP-FgGp,26.0,200100.0,Hipotecada,10.0,Pessoal,B,30000.0,11.71,0.0,0.15,N,4
1721,mbqsZswZ-tAlH,DiF4TOvO-pJ6m,gK4X6Np8-Y9xI,37.0,117000.0,Hipotecada,3.0,Pessoal,A,10000.0,8.94,0.0,0.09,N,11
1722,62LL20lR-qheH,TrXUL0yB-WWXy,Q1MCtURD-IORN,21.0,56000.0,Hipotecada,5.0,Educativo,B,18000.0,10.25,1.0,0.32,N,2
1723,vuapM6Wp-q7r1,ZjdyUQ9p-0x7B,FSggdWZM-oovG,22.0,52000.0,Aluguel,6.0,Empreendimento ,B,10000.0,11.71,0.0,0.19,N,2
1724,xsu88L9B-aYwz,c00AJ2sv-NfpK,JPoH2ONp-zLiz,32.0,132000.0,Hipotecada,16.0,Melhora do lar,B,25000.0,10.99,0.0,0.19,N,7
1725,8AaSsmRC-3eDx,QaGvMQqZ-YXWK,sv7tG9KN-4wHk,22.0,70000.0,Aluguel,1.0,Médico,B,19000.0,8.88,0.0,0.27,N,4
1726,7bPeZSC2-0qBh,RUGSJPqa-yMzo,CEUyffad-H0Bm,27.0,89000.0,Hipotecada,2.0,Pagamento de débitos,B,10000.0,10.65,0.0,0.11,N,7
1727,O9sLR1dX-kb6d,tWax74CS-lnxg,I4WoCGvm-5lHA,22.0,16800.0,Hipotecada,5.0,Educativo,B,2000.0,10.65,0.0,0.12,N,2
1728,oW3v4S3n-7Wnr,OMBDLOzS-lfv6,F1ASc76v-GQcO,25.0,32000.0,Aluguel,3.0,Empreendimento ,C,10000.0,12.99,1.0,0.31,Y,2
1729,0spEgKqm-l3s4,QhJfSynu-dQTo,EcSuirUA-q8cO,35.0,72500.0,Hipotecada,0.0,Pagamento de débitos,B,4000.0,10.25,0.0,0.06,N,6
1730,fvHhqlHv-mLrq,u9ldaXmK-HCKC,C1Bvezgd-4jLS,34.0,98480.0,Hipotecada,18.0,Pagamento de débitos,C,2500.0,15.96,0.0,0.03,N,10
1731,Bs9uwXon-4AOu,hN57kETt-r70p,0UIB9Lhp-bMLh,32.0,84456.0,Aluguel,5.0,Pagamento de débitos,B,10000.0,9.88,0.0,0.12,N,10
1732,aWqawDYU-YP0d,QKujYyhE-N08c,aNMz1mlb-54Xf,24.0,53000.0,Aluguel,7.0,Médico,C,12000.0,12.53,0.0,0.23,Y,4
1733,UXoOKh8a-aYmf,JywwFeJM-AY5v,DmY7GDNP-hr2h,27.0,60000.0,Aluguel,2.0,Empreendimento ,B,9200.0,12.42,0.0,0.15,N,7
1734,pf1U9DB8-ockT,E8bk4v93-CIKK,wod7QqLg-doJK,22.0,39580.0,Aluguel,3.0,Educativo,B,10000.0,9.99,0.0,0.25,N,2
1735,eCUAH4x1-ELJ2,xqf7iZBz-4xio,gzGyBay6-K0GO,23.0,79200.0,Hipotecada,7.0,Educativo,A,5000.0,5.42,0.0,0.06,N,3
1736,TLsRsmFT-tLLk,TTbyCtye-O1MC,ZBtymRJa-gqxq,34.0,105000.0,Hipotecada,2.0,Melhora do lar,A,5000.0,5.42,0.0,0.05,N,7
1737,i5m8zgML-lr5y,xr3gsM4E-fmyN,t9odHYkd-1DA3,31.0,95000.0,Aluguel,0.0,Pessoal,A,9450.0,6.54,0.0,0.1,N,6
1738,SIxCl6ke-KiXh,znKB7aEl-fj2Q,xtMvNFLs-S3XQ,36.0,170000.0,Hipotecada,13.0,Empreendimento ,A,25000.0,7.51,0.0,0.15,N,13
1739,Oh8GDgGR-EOBr,Tf5PhANT-Np2G,HjIPcvZ9-l3ER,25.0,102000.0,Hipotecada,4.0,Médico,B,25000.0,10.99,1.0,0.21,N,2
1740,7ZPoaiKI-HvWy,oAFAP3Bw-uWDU,nGUbRi2P-thSl,22.0,81996.0,Hipotecada,6.0,Pessoal,B,10000.0,11.46,1.0,0.12,N,3
1741,P5O9YZfF-cRYw,vhtMis5w-6XzU,JDHe1NjJ-meTn,23.0,57000.0,Aluguel,7.0,Pagamento de débitos,B,10000.0,11.48,0.0,0.18,N,4
1742,SIvc8jYe-xwtw,Fw0x65BA-yNSv,LhDSNt2b-gxTg,24.0,69996.0,Hipotecada,8.0,Educativo,A,3000.0,6.39,0.0,0.04,N,3
